,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
391,Por medio de la cual se rinden honores a los miembros de las Fuerzas Armadas de Colombia por la operación jaque. ,Honores a los miembros de las FFAA por la operación jaque,Publicada Ponencia Segundo Debate,"ago. 23, 2018","La Nación celebrará cada dos (2) de julio el día de la Valentía Patria, durante el cual las máximas Autoridades Administrativas del nivel Nacional y Territorial realizarán actos protocolarios en los cuales se destaquen a los miembros de la sociedad cuyas acciones se consideren valerosas y leales.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-rinden-honores-a-los-miembros-de-las-fuerzas-armadas-de-colombia-por-la-operacion-jaque-honores-a-los-miembros-de-las-ffaa-por-la-operacion-jaque/9566/,392
392,"Por medio del cual se modifica el artículo 42 de la Ley 769 de 2002, se crean incentivos en el valor del Soat y se dictan otras disposiciones. ",Incentivos en el Soat a buenos conductores,Publicada Ponencia Primer Debate,"ago. 23, 2018","El objeto del presente proyecto de ley es incentivar el buen comportamiento vial así como el no uso del Seguro Obligatorio de Accidentes de Tránsito SOAT de los propietarios de automotores y motocicletas y/o usuarios de las mismas, aunado a lo anterior, las medidas previstas en el presente proyecto buscan paridad frente a los costos del seguro SOAT entre los propietarios de los mismos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-el-articulo-42-de-la-ley-769-de-2002-se-crean-incentivos-en-el-valor-del-soat-y-se-dictan-otras-disposiciones-incentivos-en-el-soat-a-buenos-conductores/9568/,393
393,"Por medio de la cual se modifica el Código de Policía y Convivencia y el Código de la Infancia y la Adolescencia en materia de consumo, porte y distribución de sustancias psicoactivas en lugares con presencia de menores de edad y se dictan otras disposiciones. ",Consumo de sustancias psicoactivas en parques,Aprobado Segundo Debate,"ago. 23, 2018","La presente ley tiene como objeto establecer parámetros de convivencia y vigilancia del consumo, porte y distribución de sustancias psicoactivas en lugares de afluencia de menores de edad como entornos escolares y espacio público.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-codigo-de-policia-y-convivencia-y-el-codigo-de-la-infancia-y-la-adolescencia-en-materia-de-consumo-porte-y-distribucion-de-sustancias-psicoactivas-en-lugares-con-presencia-de-menores-de-edad-y-se-dictan-otras-disposiciones-consumo-de-sustancias-psicoactivas-en-parques/9569/,394
394,"Por medio de la cual se establecen disposiciones para garantizar el derecho de las personas a desarrollarse física e intelectualmente en un ambiente libre de plomo, se fijan límites para el contenido de plomo en productos comercializados en el país y se dictan otras disposiciones. ",Ambiente libre de plomo,Aprobado Primer Debate,"ago. 22, 2018","Garantizar que el desarrollo físico, intelectual y en general la salud de las personas, en especial la de los niños y niñas colombianos no sea afectada por la presencia de Plomo (Pb) en el ambiente; salvaguardando así el derecho a la salud, el derecho a gozar de un ambiente sano y a la vida digna, consagradas en la Constitución Política, las leyes y en los tratados internacionales.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-disposiciones-para-garantizar-el-derecho-de-las-personas-a-desarrollarse-fisica-e-intelectualmente-en-un-ambiente-libre-de-plomo-se-fijan-limites-para-el-contenido-de-plomo-en-productos-comercializados-en-el-pais-y-se-dictan-otras-disposiciones-ambiente-libre-de-plomo/9548/,395
395,Por medio del cual se modifican algunas disposiciones sobre la estampilla pro-ciudadela universitaria del Atlántico contempladas en la ley 77 de 1981. ,Estampilla pro-ciudadela universitaria del Atlántico,Publicada Ponencia Primer Debate,"ago. 22, 2018","Modifica la destinación de los recaudos provenientes de la emisión de la Estampilla el cual quedará así: a)	Cuarenta por ciento (40%) para la adecuación, construcción, modernización y dotación de la infraestructura física educativa, de laboratorios, de bibliotecas, librerías, áreas comunes y zonas deportivas.; para investigación, innovación y desarrollo tecnológico; y para mayor estudios previos, diseños e interventorías en los procesos contractuales. b)	Veinte por ciento (20%) para el mantenimiento requerido de todos los campus Universitarios.  c)	Veinte por ciento (20%) para el Fondo de Pensiones de la Universidad del Atlántico. d)	Veinte por ciento (20%) destinado a la erradicación de tugurios.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifican-algunas-disposiciones-sobre-la-estampilla-pro-ciudadela-universitaria-del-atlantico-contempladas-en-la-ley-77-de-1981-estampilla-pro-ciudadela-universitaria-del-atlantico/9558/,396
396,Por el cual se unifican las elecciones nacionales y locales y se amplía el periodo de mandato. ,Unifica las elecciones y amplia el periodo de los cargos,Archivado en Debate,"ago. 22, 2018","La elección de cargos uninominales: Presidente y Vicepresidente, Gobernadores y Alcaldes se realizará el mismo día y corresponderá al segundo domingo del mes de junio. La elección de los miembros de corporaciones públicas, a saber: Congreso, Asambleas, Concejos y JAL se hará en fecha separada  y recaerá el segundo domingo del mes de marzo. El período de cinco años de todos los miembros del Congreso, las Asambleas Departamentales, Concejos Distritales y Municipales y Ediles se iniciará el 20 de julio de 2022, mientras que para el Presidente, Vicepresidente, gobernadores y alcaldes iniciará el 7 de agosto de 2022.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-unifican-las-elecciones-nacionales-y-locales-y-se-amplia-el-periodo-de-mandato-unifica-las-elecciones-y-amplia-el-periodo-de-los-cargos/9559/,397
397,"Por medio de la cual se crea el Banco Nacional de Datos Genéticos vinculados a la comisión de Delitos contra la Libertad, Integridad y Formación Sexuales y demás crímenes violentos. ",Crea el Banco Nacional de Datos Genéticos,Publicada Ponencia Segundo Debate,"ago. 22, 2018","Crea bajo la dirección y coordinación del Instituto Nacional de Medicina Legal y Ciencias Forenses, el Banco Nacional de Datos Genéticos vinculados a la comisión de Delitos contra  la Libertad, Integridad y Formación Sexuales y demás crímenes violentos en Colombia. Se encargará del ingreso, búsqueda, eliminación, reporte de coincidencias y control de calidad de perfiles genéticos; y laboratorios especializados que procesen las muestras positivas analizadas en los laboratorios de biología y genética del mismo Instituto.",Proyecto de ley Estatutaria,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-el-banco-nacional-de-datos-geneticos-vinculados-a-la-comision-de-delitos-contra-la-libertad-integridad-y-formacion-sexuales-y-demas-crimenes-violentos-crea-el-banco-nacional-de-datos-geneticos/9560/,398
398,Por medio de la cual se le otorgan facultades extraordinarias al Presidente de la República para incrementar de manera extraordinaria el salario mínimo legal mensual vigente. ,Aumento extraordinario del salario mínimo,Radicado,"ago. 22, 2018","Se trata de un incremento extraordinario por una sola vez del salario mínimo legal mensual vigente, que se expondrá ante la Comisión Permanente de Concertación de Políticas Salariales y Laborales.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-le-otorgan-facultades-extraordinarias-al-presidente-de-la-republica-para-incrementar-de-manera-extraordinaria-el-salario-minimo-legal-mensual-vigente-aumento-extraordinario-del-salario-minimo/9546/,399
399,"Ley mediante el cual se reconoce la música como instrumento de transformación social, se crea la cátedra de música para los grados de prescolar y básica primaria y se dictan otras disposiciones. ",Cátedra de música,Concepto Institucional,"ago. 22, 2018","La presente iniciativa tiene como objeto el reconocimiento y fomento de la educación musical en el territorio nacional como instrumento de transformación social, a partir de la cátedra obligatoria de música en la educación preescolar y básica primaria.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/pley-mediante-el-cual-se-reconoce-la-musica-como-instrumento-de-transformacion-social-se-crea-la-catedra-de-musica-para-los-grados-de-prescolar-y-basica-primaria-y-se-dictan-otras-disposiciones-catedra-de-musica/9547/,400
400,Por el cual se expide la Ley Estatutaria que desarrolla el derecho fundamental al mínimo vital de la población de la tercera edad y se dictan otras disposiciones. ,Mínimo vital para la tercera edad,Publicada Ponencia Primer Debate,"ago. 22, 2018","Tiene como objeto crear el programa de auxilio económico al adulto mayor, junto con su regulación para el acceso, sus procedimientos y posteriores pagos de este, como parte integral del Sistema General de la Seguridad Social. ",Proyecto de ley Estatutaria,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-expide-la-ley-estatutaria-que-desarrolla-el-derecho-fundamental-al-minimo-vital-de-la-poblacion-de-la-tercera-edad-y-se-dictan-otras-disposiciones-minimo-vital-para-la-tercera-edad/9557/,401
401,"Por el cual se le otorga al municipio de Puerto Colombia la categoría de Distrito Especial, Turístico, Cultural e Histórico. ","Puerto Colombia como Distrito Especial, Turístico, Cultural e Histórico",Publicada Ponencia Primer Debate,"ago. 22, 2018","Ordena al Gobierno Nacional, que en el término de seis (6) meses a partir de la vigencia de la presente ley, expida un documento Conpes que impulse las proyecciones de índole presupuestal que requiera el Distrito Especial Turístico, Cultural e Histórico de Puerto Colombia, para el impulso de los proyectos que requiera el municipio.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-le-otorga-al-municipio-de-puerto-colombia-la-categoria-de-distrito-especial-turistico-cultural-e-historico-puerto-colombia-como-distrito-especial-turistico-cultural-e-historico/9561/,402
402,"Por medio de la cual se regula el cobro de derechos de grado, derechos complementarios y se dictan otras disposiciones. ",Regula el cobro de derechos de grado,Publicada Ponencia Primer Debate,"ago. 22, 2018",Busca modificar al artículo 122 de la Ley 30 1992 para no seguir dejando en manos de la IES la libre determinación de los derechos de grado y derechos complementarios so pretexto de la autonomía y del régimen de libertad controlada.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-regula-el-cobro-de-derechos-de-grado-derechos-complementarios-y-se-dictan-otras-disposiciones-regula-el-cobro-de-derechos-de-grado/9562/,403
403,"Por medio de la cual se establece mecanismos para la gestión de los choques simples, se modifica la Ley 769 y se dictan otras disposiciones. ",Choques simples,Retirado por el Autor,"ago. 22, 2018","La presente ley tiene como objeto crear un seguro de responsabilidad civil extracontractual con cubrimiento no menor a 30 SMLMV, de carácter obligatorio para todos aquellos propietarios de vehículos terrestres, como instrumento expedito para la gestión de choques simples y para evitar embotellamientos en las diferentes vías del país.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establece-mecanismos-para-la-gestion-de-los-choques-simples-se-modifica-la-ley-769-y-se-dictan-otras-disposiciones-choques-simples/9563/,404
404,Por medio de la cual se modifica el artículo 361 de la Constitución Política. ,Regalías,Acumulado,"ago. 22, 2018","Busca consolidar la aplicación de la normatividad existente llevando a cabo algunos ajustes puntuales necesarios para  que estos recursos puedan llegar de manera más eficiente como un complemento de financiación para la disminución de la pobreza y satisfacción de las necesidades básicas de la población más vulnerable en las distintas regiones del territorio nacional, especialmente en los Municipios  que presentan mayores índices de necesidades insatisfechas. ",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-361-de-la-constitucion-politica-regalias/9564/,405
405,Por medio de la cual se modifica el artículo 6 de la ley 1251 de 2008 y se dictan otras disposiciones para promover el trabajo de adultos mayores no pensionado. ,Empleo para adulto mayor no pensionado,Aprobado Segundo Debate,"ago. 22, 2018","La presente ley tiene por objeto impulsar el empleo para adultos mayor que no gozan de pensión, a través de la creación de beneficios parafiscales para aquellas empresas que los contraten; ampliar los deberes del Estado con el adulto mayor; y reglamentar los tipos de trabajo que pueden realizar los adultos mayores.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-6-de-la-ley-1251-de-2008-y-se-dictan-otras-disposiciones-para-promover-el-trabajo-de-adultos-mayores-no-pensionado-empleo-para-adulto-mayor-no-pensionado/9565/,406
